moviename,release_date,budget,year,cleaned_budget,cleaned_release_date
Unknown,"
16 February 2011 (2011-02-16) (Westwood)
18 February 2011 (2011-02-18) (United States)
2 March 2011 (2011-03-02) (France)
3 March 2011 (2011-03-03) (Germany)
4 March 2011 (2011-03-04) (United Kingdom)
",$30–40 million,2011.0,40000000.0,2011-03-04
The Artist,"
15 May 2011 (2011-05-15) (Cannes)
12 October 2011 (2011-10-12) (France)
",$15 million,2011.0,15000000.0,2011-10-12
We Bought a Zoo,"
December 12, 2011 (2011-12-12) (Ziegfeld Theatre)
December 23, 2011 (2011-12-23) (United States)
",$50 million,2011.0,50000000.0,2011-12-23
Hankyu Railways - A 15-minute Miracle,,,2011.0,,
Water for Elephants,"
April 22, 2011 (2011-04-22)
",$38 million,2011.0,38000000.0,2011-04-22
The Iron Lady,"
26 December 2011 (2011-12-26) (Australia, New Zealand)
6 January 2012 (2012-01-06) (United Kingdom)
15 February 2012 (2012-02-15) (France)
",$13 million,2011.0,13000000.0,2012-02-15
Moneyball,"
September 9, 2011 (2011-09-09) (TIFF)
September 23, 2011 (2011-09-23) (United States)
",$50 million,2011.0,50000000.0,2011-09-23
Insidious,"
September 14, 2010 (2010-09-14) (TIFF)
April 1, 2011 (2011-04-01) (United States)[4]
",$1.5 million,2018.0,5000000.0,2011-04-01
Justin Bieber: Never Say Never,,,2011.0,,
Paul,,,2018.0,,
Scream 4,"
April 11, 2011 (2011-04-11) (TCL Chinese Theatre)
April 15, 2011 (2011-04-15) (United States)
",$40 million,2011.0,40000000.0,2011-04-15
The Rite,"
January 26, 2011 (2011-01-26) (Hollywood)
January 28, 2011 (2011-01-28) (United States)[1]
",$37 million,2011.0,37000000.0,2011-01-28
Dolphin Tale,"
September 21, 2011 (2011-09-21) (Clearwater, Florida)
September 23, 2011 (2011-09-23) (U.S.)
",$37 million,2014.0,37000000.0,2011-09-23
Season of the Witch,"
January 4, 2011 (2011-01-04) (New York premiere)
January 7, 2011 (2011-01-07)
 (United States)",$40 million,2011.0,40000000.0,2011-01-07
Red Riding Hood,"
March 7, 2011 (2011-03-07) (Hollywood premiere)
March 11, 2011 (2011-03-11) (United States)
",$42 million,2011.0,42000000.0,2011-03-11
Sucker Punch,"
March 25, 2011 (2011-03-25)
",$82 million,2011.0,82000000.0,2011-03-25
The Inbetweeners,"
17 August 2011 (2011-08-17)
",£3.5 million ($4.9 million),2014.0,9000000.0,2011-08-17
The Lincoln Lawyer,"
March 10, 2011 (2011-03-10) (Hollywood)
March 18, 2011 (2011-03-18) (United States)
",$40 million,2011.0,40000000.0,2011-03-18
Hall Pass,"
February 25, 2011 (2011-02-25)
",$36 million,2011.0,36000000.0,2011-02-25
Spy Kids 4: All the Time in the World,"
July 31, 2011 (2011-07-31) (Los Angeles)
August 19, 2011 (2011-08-19) (United States)
",$27 million,2011.0,27000000.0,2011-08-19
J. Edgar,"
November 3, 2011 (2011-11-03) (AFI Film Festival)
November 9, 2011 (2011-11-09) (United States)
",$35 million,2011.0,35000000.0,2011-11-09
"Big Mommas: Like Father, Like Son","
February 18, 2011 (2011-02-18)
",$32 million,2011.0,32000000.0,2011-02-18
Abduction,"
September 15, 2011 (2011-09-15) (Grauman's Chinese Theatre)
September 23, 2011 (2011-09-23) (United States)
",$35 million,2011.0,35000000.0,2011-09-23
Tinker Tailor Soldier Spy,"
5 September 2011 (2011-09-05) (Venice Film Festival)
16 September 2011 (2011-09-16) (United Kingdom)
",$21 million,2011.0,21000000.0,2011-09-16
Priest,,,2015.0,,
Drive,"
1 November 2019 (2019-11-01)
",,2017.0,,2019-11-01
The Ides of March,"
31 August 2011 (2011-08-31) (Venice)
7 October 2011 (2011-10-07) (United States)
",$12.5 million,2011.0,5000000.0,2011-10-07
The Mechanic,"
January 28, 2011 (2011-01-28) (United States)
",$40 million,2011.0,40000000.0,2011-01-28
The Change-Up,"
August 5, 2011 (2011-08-05)
",$52 million,2011.0,52000000.0,2011-08-05
Larry Crowne,,,2011.0,,
Diary of a Wimpy Kid: Rodrick Rules,"
March 17, 2011 (2011-03-17) (Singapore)
March 25, 2011 (2011-03-25) (United States)
",$18-21 million,2011.0,21000000.0,2011-03-25
The Dilemma,"
January 14, 2011 (2011-01-14)
",$70 million,2011.0,70000000.0,2011-01-14
Something Borrowed,"
April 2011 (2011-04) (Newport Beach International Film Festival)
May 6, 2011 (2011-05-06)
(United States) ((United States))
",$35 million,2011.0,35000000.0,2011-05-06
The Darkest Hour,"
December 22, 2011 (2011-12-22) (Russia)
December 25, 2011 (2011-12-25) (United States)
",$34.8 million,2011.0,8000000.0,2011-12-25
Hanna,,,2018.0,,
Conan the Barbarian,"
August 11, 2011 (2011-08-11) (Los Angeles premiere)
August 19, 2011 (2011-08-19) (United States)
",$90 million,2011.0,90000000.0,2011-08-19
Colombiana,"
27 July 2011 (2011-07-27) (France)
26 August 2011 (2011-08-26) (United States)
9 September 2011 (2011-09-09) (United Kingdom)
",$40 million,2011.0,40000000.0,2011-09-09
From Up on Poppy Hill,"
July 16, 2011 (2011-07-16) (Japan)
","
¥2.2 billion
($22 million)
",2011.0,22000000.0,2011-07-16
What a Beautiful Day,,,2011.0,,
One Day,"
8 August 2011 (2011-08-08) (New York City premiere)
19 August 2011 (2011-08-19) (United States)
24 August 2011 (2011-08-24) (United Kingdom)
",$15 million,2011.0,15000000.0,2011-08-24
The Tree of Life,"
May 16, 2011 (2011-05-16) (Cannes)
May 27, 2011 (2011-05-27) (United States)
",$32 million,2011.0,32000000.0,2011-05-27
Beginning of the Great Revival,,,2011.0,,
Killer Elite,"
10 September 2011 (2011-09-10) (TIFF)
23 September 2011 (2011-09-23) (United States)
23 February 2012 (2012-02-23) (Australia)
",$70 million,2011.0,70000000.0,2012-02-23
Silent Hill: Revelation,"
26 October 2012 (2012-10-26) (Canada)
28 November 2012 (2012-11-28) (France)
",$20 million,2011.0,20000000.0,2012-11-28
Extremely Loud & Incredibly Close,,,2011.0,,
Madea's Big Happy Family,,,2011.0,,
A Ghost of a Chance,"
October 29, 2011 (2011-10-29)
",,2011.0,,2011-10-29
War of the Arrows,"
August 11, 2011 (2011-08-11)
",,2011.0,,2011-08-11
Winnie the Pooh,"
April 6, 2011 (2011-04-06) (Belgium)
July 15, 2011 (2011-07-15) (United States)
",$30 million,2011.0,30000000.0,2011-07-15
Arthur,,,2022.0,,
Soul Surfer,"
April 8, 2011 (2011-04-08)
",$18 million,2011.0,18000000.0,2011-04-08
Beastly,"
March 4, 2011 (2011-03-04)
",$17 million,2011.0,17000000.0,2011-03-04
Detective Conan: Quarter of Silence,"
April 16, 2011 (2011-04-16)[1]
",,2011.0,,2011-04-16
Born to Be Wild,,,2011.0,,
Shark Night,"
September 2, 2011 (2011-09-02) (United States)
",$25 million,2011.0,25000000.0,2011-09-02
50/50,"
September 12, 2011 (2011-09-12) (TIFF)
September 30, 2011 (2011-09-30) (United States)
",$8 million,2011.0,8000000.0,2011-09-30
Fright Night,"
August 14, 2011 (2011-08-14) (The O2 premiere)
August 19, 2011 (2011-08-19) (United States)
",$30 million,2011.0,30000000.0,2011-08-19
Drive Angry,"
February 25, 2011 (2011-02-25)
",$45-50 million,2011.0,50000000.0,2011-02-25
30 Minutes or Less,"
August 12, 2011 (2011-08-12)
",$28 million,2011.0,28000000.0,2011-08-12
Gantz,"Gantz:
January 29, 2011 (2011-01-29) (Japan)

Gantz: Perfect Answer:
April 23, 2011 (2011-04-23) (Japan)
",2.1 billion yen (total),2011.0,100000000.0,2011-04-23
The Roommate,"
February 4, 2011 (2011-02-04)
",$16 million,2011.0,16000000.0,2011-02-04
SP: The Motion Picture II,,,2011.0,,
Dream House,"
September 30, 2011 (2011-09-30)
",$50 million,2011.0,50000000.0,2011-09-30
Monte Carlo,"
July 1, 2011 (2011-07-01)
",$20 million,2011.0,20000000.0,2011-07-01
Eiga Kaibutsukun,,,2011.0,,
Mars Needs Moms,"
March 6, 2011 (2011-03-06) (El Capitan Theatre)
March 11, 2011 (2011-03-11) (United States)
",$150 million,2011.0,150000000.0,2011-03-11
Don't Be Afraid of the Dark,"
November 6, 2010 (2010-11-06) (Virginia Film Festival)
August 26, 2011 (2011-08-26) (United States)
",$25 million,2011.0,25000000.0,2011-08-26
Jumping the Broom,,,2011.0,,
One for the Money,"
January 27, 2012 (2012-01-27)
",$40 million,2011.0,40000000.0,2012-01-27
The Eagle,"
11 February 2011 (2011-02-11) (United States)
25 March 2011 (2011-03-25) (United Kingdom)
",$25 million,2011.0,25000000.0,2011-03-25
Ra.One,"
24 October 2011 (2011-10-24) (Dubai)
25 October 2011 (2011-10-25) (London)
26 October 2011 (2011-10-26) (India)
",₹130–150 crore,2011.0,150.0,2011-10-26
Courageous,"
August 26, 2011 (2011-08-26) (Atlanta premiere)
September 30, 2011 (2011-09-30) (United States)
",$2 million,2011.0,2000000.0,2011-09-30
My Week with Marilyn,"
9 October 2011 (2011-10-09) (NYFF)
23 November 2011 (2011-11-23) (United States)
25 November 2011 (2011-11-25) (United Kingdom)
",$10 million,2011.0,10000000.0,2011-11-25
The Sitter,"
December 9, 2011 (2011-12-09)
",$25 million,2011.0,25000000.0,2011-12-09
Jane Eyre,"
9 March 2011 (2011-03-09) (New York premiere)
11 March 2011 (2011-03-11) (United States)
9 September 2011 (2011-09-09) (United Kingdom)
",,2011.0,,2011-09-09
The Skin I Live In,,,2011.0,,
Gantz: Perfect Answer,"Gantz:
January 29, 2011 (2011-01-29) (Japan)

Gantz: Perfect Answer:
April 23, 2011 (2011-04-23) (Japan)
",2.1 billion yen (total),2011.0,100000000.0,2011-04-23
Detective K: Secret of Virtuous Widow,"
27 January 2011 (2011-01-27)
",,2011.0,,2011-01-27
The Thing,"
October 10, 2011 (2011-10-10) (Universal City)
October 14, 2011 (2011-10-14) (United States)
",$38 million,2011.0,38000000.0,2011-10-14
I Don't Know How She Does It,"
September 16, 2011 (2011-09-16)
",$24 million,2011.0,24000000.0,2011-09-16
African Cats,"
April 22, 2011 (2011-04-22) (United States)
February 1, 2012 (2012-02-01) (France)
April 27, 2012 (2012-04-27) (United Kingdom)
",$5 million,2011.0,5000000.0,2012-04-27
A Dangerous Method,"
2 September 2011 (2011-09-02) (Venice)
10 November 2011 (2011-11-10) (Germany)
13 January 2012 (2012-01-13) (Canada)
10 February 2012 (2012-02-10) (United Kingdom)
",$14 million,2011.0,14000000.0,2012-02-10
What's Your Number?,"
September 30, 2011 (2011-09-30)
",$20 million,2011.0,20000000.0,2011-09-30
Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,"
March 5, 2011 (2011-03-05)
",,2011.0,,2011-03-05
The Rum Diary,"
October 13, 2011 (2011-10-13) (Los Angeles)
October 28, 2011 (2011-10-28) (United States)
",$45 million,2011.0,45000000.0,2011-10-28
My Own Swordsman,"
January 26, 2011 (2011-01-26)
",,2011.0,,2011-01-26
You Are the Apple of My Eye,"
25 June 2011 (2011-06-25) (Taipei Film Festival)
19 August 2011 (2011-08-19) (Taiwan)
",NT$50 million (approx. US$1.7 million),2011.0,7000000.0,2011-08-19
Torrente 4,,,2011.0,,
The Sorcerer and the White Snake,,,2011.0,,
Unfair: The Answer,"
September 17, 2011 (2011-09-17) (Japan)
",,2011.0,,2011-09-17
Your Highness,"
April 8, 2011 (2011-04-08)
",$50 million,2011.0,50000000.0,2011-04-08
The Women on the 6th Floor,"
23 October 2010 (2010-10-23) (Première)
16 February 2011 (2011-02-16) (France)
",$7 million ,2011.0,7000000.0,2011-02-16
A Monster in Paris,"
12 October 2011 (2011-10-12) (France)
16 December 2011 (2011-12-16) (United States)
",$32 million ,2011.0,32000000.0,2011-12-16
Ivan Tsarevich & the Grey Wolf,,,2011.0,,
Apollo 18,,,2011.0,,
Our Idiot Brother,"
January 22, 2011 (2011-01-22) (Sundance)
August 26, 2011 (2011-08-26) (United States)
[1]",$5 million,2011.0,5000000.0,2011-08-26
Eyyvah Eyvah 2,"
26 February 2010 (2010-02-26)
",,2011.0,,2010-02-26
In His Chart,,,2011.0,,
Warrior,,,2021.0,,
Young Adult,"
December 9, 2011 (2011-12-09)
",$12 million,2011.0,12000000.0,2011-12-09
Andalucia: Revenge of the Goddess,"
25 June 2011 (2011-06-25)
",,2011.0,,2011-06-25
Qualunquemente,"
January 21, 2011 (2011-01-21)
",,2011.0,,2011-01-21
Friends: Naki on the Monster Island,"
17 December 2011 (2011-12-17) (Japan)
",,2011.0,,2011-12-17
Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,,,2011.0,,
Gooische vrouwen,"
10 March 2011 (2011-03-10) (Netherlands)
25 June 2011 (2011-06-25) (France)
",€2.5 million,2011.0,5000000.0,2011-06-25
K-On! The Movie,,,2011.0,,
Vicky and the Treasure of the Gods,"
29 September 2011 (2011-09-29)
",,2011.0,,2011-09-29
The Front Line,"
20 July 2011 (2011-07-20)
",,2011.0,,2011-07-20
Polisse,"
13 May 2011 (2011-05-13) (Cannes)
19 October 2011 (2011-10-19) (France)
",$7.2 million,2011.0,2000000.0,2011-10-19
Hollywoo,,,2019.0,,
Scabbard Samurai,,,2011.0,,
Kaiji 2: The Ultimate Gambler,,,2011.0,,
The Avengers,,,0.0,,
Skyfall,"
23 October 2012 (2012-10-23) (London)
26 October 2012 (2012-10-26) (United Kingdom)
9 November 2012 (2012-11-09) (United States)
",$150–200 million,0.0,200000000.0,2012-11-09
The Dark Knight Rises,"
July 16, 2012 (2012-07-16) (New York City)
July 20, 2012 (2012-07-20) (United States and United Kingdom)
","
$250–300 million (gross)
$230 million (net)
",0.0,230000000.0,2012-07-20
The Hobbit: An Unexpected Journey,"
28 November 2012 (2012-11-28) (Wellington premiere)
12 December 2012 (2012-12-12) (New Zealand)
14 December 2012 (2012-12-14) (United States)
",$200–315 million,0.0,315000000.0,2012-12-14
Ice Age 4: Continental Drift,"
March 15, 2002 (2002-03-15) (United States)
",$59 million,0.0,59000000.0,2002-03-15
The Twilight Saga: Breaking Dawn - Part 2,"
October 30, 2011 (2011-10-30) (Rome Film Festival)
November 18, 2011 (2011-11-18) (United States)
",$127 million,0.0,127000000.0,2011-11-18
The Amazing Spider-Man,,,2014.0,,
Madagascar 3: Europe's Most Wanted,,,0.0,,
Life of Pi,,,0.0,,
Ted,,,2020.0,,
Brave,,,2019.0,,
Wreck-It Ralph,,,0.0,,
Django Unchained,,,0.0,,
Prometheus,,,0.0,,
Snow White and the Huntsman,"
March 29, 2016 (2016-03-29) (Hamburg)
April 22, 2016 (2016-04-22) (United States)
",$115 million,0.0,115000000.0,2016-04-22
Taken 2,"
7 September 2012 (2012-09-07) (Deauville Film Festival)
3 October 2012 (2012-10-03) (France)
5 October 2012 (2012-10-05) (US)
",$45 million,0.0,45000000.0,2012-10-05
The Lorax,,,0.0,,
Journey 2: The Mysterious Island,"
January 19, 2012 (2012-01-19) (Australia)
February 10, 2012 (2012-02-10) (United States)
",$80 million,0.0,80000000.0,2012-02-10
The Expendables 2,"
August 13, 2012 (2012-08-13) (London)
August 17, 2012 (2012-08-17) (United States)
",$100 million,0.0,100000000.0,2012-08-17
Rise of the Guardians,"
October 10, 2012 (2012-10-10) (Mill Valley Film Festival)[2]
November 21, 2012 (2012-11-21) (United States)
",$145 million,0.0,145000000.0,2012-11-21
Battleship,"
26 July 2017 (2017-07-26)
",US$21 million,2017.0,21000000.0,2017-07-26
Wrath of the Titans,,,0.0,,
John Carter,"
February 22, 2012 (2012-02-22) (Los Angeles)
March 9, 2012 (2012-03-09) (United States)
","
$306.6 million (gross)
$263.7 million (net)
",0.0,7000000.0,2012-03-09
The Bourne Legacy,,,0.0,,
We're the Millers,,,0.0,,
Dark Shadows,,,0.0,,
Resident Evil: Retribution,"
September 3, 2012 (2012-09-03) (Tokyo)
September 14, 2012 (2012-09-14) (United States)
September 20, 2012 (2012-09-20) (Germany)
September 26, 2012 (2012-09-26) (France)
",$65 million,0.0,65000000.0,2012-09-26
Silver Linings Playbook,,,0.0,,
American Reunion,,,0.0,,
Argo,,,0.0,,
Jack Reacher,,,2016.0,,
Safe House,,,0.0,,
21 Jump Street,,,0.0,,
Total Recall,,,0.0,,
The Impossible,"
May 22, 1996 (1996-05-22)
",$80 million,0.0,80000000.0,1996-05-22
Lost in Thailand,,,0.0,,
The Vow,,,0.0,,
Mirror Mirror,,,0.0,,
The Dictator,,,0.0,,
Looper,,,0.0,,
Chinese Zodiac,,,0.0,,
Magic Mike,"
June 25, 2015 (2015-06-25) (Los Angeles)
July 1, 2015 (2015-07-01) (United States)
",$14.8 million,2015.0,8000000.0,2015-07-01
Flight,,,2016.0,,
Underworld: Awakening,"
January 20, 2012 (2012-01-20)
",$70 million,0.0,70000000.0,2012-01-20
This Means War,,,0.0,,
Paranormal Activity 4,,,0.0,,
Step Up Revolution,,,0.0,,
The Best Exotic Marigold Hotel,"
26 February 2015 (2015-02-26) (United Kingdom)

6 March 2015 (2015-03-06) (United States)
",$10 million,0.0,10000000.0,2015-03-06
The Wind Rises,"
20 July 2013 (2013-07-20) (Japan)
",US$30 million,0.0,30000000.0,2013-07-20
Last Vegas,"
October 30, 2013 (2013-10-30) (New York City)
November 1, 2013 (2013-11-01) (United States)
",$28 million,0.0,28000000.0,2013-11-01
Zero Dark Thirty,"
December 10, 2012 (2012-12-10) (Los Angeles)
December 19, 2012 (2012-12-19) (United States)
",$40-52.5 million,0.0,5000000.0,2012-12-19
Ghost Rider: Spirit of Vengeance,,,0.0,,
Cloud Atlas,,,0.0,,
The Woman in Black,"
24 January 2012 (2012-01-24) (Royal Festival Hall)
3 February 2012 (2012-02-03) (North America)
10 February 2012 (2012-02-10) (United Kingdom)
27 April 2012 (2012-04-27) (Sweden)
",$15 million,2015.0,15000000.0,2012-04-27
Chronicle,,,2015.0,,
Walking with Dinosaurs 3D,,,0.0,,
The Pirates! Band of Misfits,,,0.0,,
Parental Guidance,,,0.0,,
Abraham Lincoln: Vampire Hunter,"
June 18, 2012 (2012-06-18) (New York City)
June 22, 2012 (2012-06-22) (United States)
",$69–99.5 million,0.0,5000000.0,2012-06-22
Pitch Perfect,"
November 30, 2017 (2017-11-30) (Sydney)
December 22, 2017 (2017-12-22) (United States)
",$45 million,2017.0,45000000.0,2017-12-22
Hope Springs,,,0.0,,
ParaNorman,,,0.0,,
The Campaign,,,0.0,,
Project X,,,0.0,,
The Devil Inside,,,0.0,,
The Lucky One,,,0.0,,
Contraband,,,0.0,,
Masquerade,"
July 30, 2021 (2021-07-30)
",,2021.0,,2021-07-30
Brave Hearts: Umizaru,,,0.0,,
This Is 40,,,0.0,,
The Possession,,,2018.0,,
What to Expect When You're Expecting,,,0.0,,
Savages,"
June 25, 2012 (2012-06-25) (Westwood)
July 6, 2012 (2012-07-06) (United States)
",$45 million,0.0,45000000.0,2012-07-06
Sinister,"
August 21, 2015 (2015-08-21)
",$10 million,2015.0,10000000.0,2015-08-21
Act of Valor,,,0.0,,
Frankenweenie,,,0.0,,
The Grey,,,0.0,,
Diary of a Wimpy Kid: Dog Days,,,0.0,,
Thermae Romae,"
April 26, 2014 (2014-04-26) (Japan)
",,2014.0,,2014-04-26
One Piece Film Z,,,0.0,,
To Rome with Love,,,0.0,,
Here Comes the Boom,,,0.0,,
Bayside Shakedown the Final,,,0.0,,
The Cabin in the Woods,"
December 2011 (2011-12) (Butt-Numb-A-Thon)
April 13, 2012 (2012-04-13) (United States)
",$30 million,0.0,30000000.0,2012-04-13
Anna Karenina,"
August 30, 1935 (1935-08-30) (New York City)[1]
","$1,152,000",0.0,1152000.0,1935-08-30
The Watch,,,0.0,,
Moonrise Kingdom,,,0.0,,
Madea's Witness Protection,,,0.0,,
Evangelion: 3.0 You Can (Not) Redo,"
November 17, 2012 (2012-11-17)
",,0.0,,2012-11-17
Quartet,,,0.0,,
Rock of Ages,,,0.0,,
That's My Boy,,,0.0,,
The Odd Life of Timothy Green,"
August 15, 2012 (2012-08-15)
",$25 million,0.0,25000000.0,2012-08-15
Lawless,,,0.0,,
End of Watch,"1st generation: April 24, 2015; 6 years ago (2015-04-24)Series 1 and Series 2: September 16, 2016; 5 years ago (2016-09-16)Series 3: September 22, 2017; 4 years ago (2017-09-22) Series 4: September 21, 2018; 3 years ago (2018-09-21)Series 5: September 20, 2019; 2 years ago (2019-09-20)
Series 6 and SE: September 18, 2020; 19 months ago (2020-09-18)Series 7: October 15, 2021; 6 months ago (2021-10-15)",,0.0,,2021-10-15
